Index	Rewards	 Distance
1873      -1        4
1874      -1        2
1875      -1        2
1876      -1        2
1877      -2        2
1878      14        2
1879      -1        2
1880      -1        2
1881      -2        2
1882      -1        2
1883      -1        2
1884      -1        2
1885      -1        2
1886      14        2
1887      -1        2
1888      -1        2
1889      -2        2
1890      -1        2
1891      -1        2
1892      -1        2
1893      -1        2
1894      -1        2
1895      -1        2
1896      -1        4
1897      -2        2
1898      -1        3
1899      -1        3
1900      -1        1
1901      -1        3
1902      -1        3
1903      -1        2
1904      -1        2
1905      -1        2
1906      -1        2
1907      -1        2
1908      -1        2
1909      -1        2
1910      -1        3
1911      -1        1
1912      -1        1
1913      -1        3
1914      -1        3
1915      -1        2
1916      -1        4
1917      -1        2
1918      -1        4
1919      -1        4
1920      -1        4
1921      -1        3
1922      -1        3
1923      -1        1
1924      -2        1
1925      14        1
1926      -1        1
1927      -1        3
1928      -2        1
1929      -1        3
1930      -1        1
1931      -1        3
1932      -1        3
1933      -1        3
1934      -1        3
1935      -1        3
1936      -1        3
1937      -1        1
1938      -1        3
1939      -1        5
1940      -1        3
1941      -1        1
1942      -1        2
1943      -1        2
1944      -1        2
1945      -1        2
1946      -1        2
1947      14        2
1948      -1        4
1949      -1        4
1950      -1        3
1951      -1        3
1952      -1        3
1953      -1        3
1954      -1        3
1955      -1        5
1956      -2        3
1957      -1        5
1958      -1        5
1959      -1        5
1960      -1        3
1961      -1        3
1962      -1        3
1963      -1        3
1964      -2        3
1965      -2        1
1966      -1        1
1967      -1        3
1968      -1        3
1969      -2        3
1970      -1        3
1971      -1        3
1972      -1        3
1973      -1        3
1974      -1        4
1975      -1        4
1976      -1        3
1977      -1        3
1978      -1        3
1979      -1        1
1980      -2        3
1981      -1        1
1982      -1        1
1983      14        2
1984      -1        2
1985      -1        2
1986      -1        4
1987      -1        2
1988      -1        1
1989      -1        1
1990      -1        3
1991      -1        2
1992      -1        4
1993      -1        4
1994      -1        2
1995      -1        2
1996      -1        1
1997      -1        1
1998      -1        3
1999      -1        1
2000      -1        3
2001      -1        3
2002      -1        3
2003      -1        1
2004      -1        1
2005      -1        1
2006      -1        3
2007      -2        3
2008      -1        1
2009      -1        1
2010      -1        1
2011      -1        1
2012      -1        3
2013      -1        1
2014      -1        3
2015      -1        5
2016      -1        3
2017      -1        5
2018      -1        5
2019      -1        3
2020      -1        1
2021      -1        2
2022      -1        2
2023      -1        2
2024      -1        3
2025      -1        3
2026      -1        3
2027      -1        3
2028      -1        3
2029      -1        5
2030      -1        5
2031      -1        5
2032      -1        3
2033      -1        3
2034      -1        3
2035      -1        3
2036      -1        3
2037      -1        2
2038      -1        2
2039      -1        2
2040      -2        2
2041      -1        2
2042      -1        2
2043      -1        2
2044      -1        2
2045      -1        2
2046      -1        4
2047      -1        4
2048      -2        3
2049      -1        2
2050      -1        2
2051      -1        2
2052      -1        4
2053      -1        4
2054      -1        4
2055      -1        2
2056      -1        3
2057      -1        3
2058      -1        3
2059      -1        3
2060      -1        3
2061      -1        1
2062      -1        1
2063      -1        2
2064      -2        4
2065      -1        2
2066      -1        2
2067      -2        2
2068      14        2
2069      -1        2
2070      -1        3
2071      -1        3
2072      -1        3
2073      -1        1
2074      -1        2
2075      -1        2
2076      -1        4
2077      -1        2
2078      -1        3
2079      14        3
2080      -1        3
2081      -1        3
2082      -1        1
2083      -1        1
2084      -1        1
2085      -2        1
2086      -1        3
2087      -1        5
2088      -1        4
2089      -1        4
2090      -1        2
2091      -1        2
2092      -1        2
2093      -1        2
2094      -2        2
2095      -1        2
2096      -1        2
2097      -1        2
2098      -1        2
2099      -1        1
2100      -1        1
2101      -1        3
2102      -1        1
2103      -1        3
2104      -1        3
2105      -1        4
2106      -1        4
2107      -1        2
2108      -1        4
2109      -1        2
2110      -1        4
2111      -1        4
2112      -1        4
2113      -1        3
2114      -1        3
2115      -1        3
2116      -1        3
2117      -1        1
2118      -1        3
2119      -1        1
2120      -1        3
2121      -1        3
2122      -2        3
2123      -1        5
2124      -1        3
2125      -1        3
2126      -1        1
2127      -1        1
2128      -1        1
2129      -1        3
2130      -1        3
2131      -1        3
2132      -1        1
2133      -1        3
2134      -1        1
2135      14        1
2136      -1        1
2137      -1        3
2138      -1        3
2139      -2        5
2140      14        5
2141      -1        3
2142      -1        2
2143      -1        4
2144      -1        2
2145      -1        2
2146      -1        2
2147      -1        1
2148      -1        3
2149      -1        3
2150      -1        3
2151      -1        3
2152      -2        3
2153      -1        3
2154      -1        4
2155      -1        5
2156      14        3
2157      -1        2
2158      -1        4
2159      -1        2
2160      -1        2
2161      -1        4
2162      -1        4
2163      14        4
2164      -1        4
2165      -1        4
2166      -2        2
2167      -1        2
2168      -1        1
2169      -2        1
2170      -1        1
2171      -1        2
2172      -1        4
2173      -1        4
2174      -1        4
2175      -1        4
2176      -1        2
2177      -1        2
2178      -2        2
2179      -1        4
2180      -1        5
2181      -1        3
2182      -1        3
2183      -1        3
2184      -1        3
2185      -1        4
2186      -1        2
2187      -1        2
2188      -1        2
2189      -1        2
2190      -1        2
2191      -1        2
2192      -1        2
2193      -1        4
2194      -1        3
2195      -1        3
2196      -1        1
2197      -2        3
2198      -1        3
2199      -1        4
2200      14        4
2201      -1        4
2202      -1        4
2203      -1        4
2204      -1        2
2205      -1        4
2206      -1        4
2207      -1        4
2208      -1        2
2209      -2        2
2210      -1        2
2211      -1        2
2212      -1        2
2213      -1        2
2214      -1        2
2215      -1        2
2216      -1        2
2217      -1        4
2218      -1        3
2219      -1        5
2220      -1        3
2221      -1        1
2222      -1        1
2223      -1        2
2224      -1        2
2225      -1        2
2226      -1        1
2227      -1        1
2228      -2        3
2229      -1        3
2230      -1        1
2231      -1        2
2232      -1        2
2233      -1        2
2234      -1        2
2235      -1        4
2236      -1        2
2237      -2        4
2238      -1        4
2239      -1        4
2240      -1        4
2241      -2        4
2242      -1        2
2243      -1        4
2244      -1        2
2245      -1        2
2246      -1        2
2247      -1        2
2248      -1        2
2249      -2        2
2250      -1        2
2251      -1        2
2252      -1        1
2253      -1        1
2254      -1        1
2255      -1        1
2256      -1        1
2257      -1        1
2258      -1        1
2259      -1        2
2260      -1        2
2261      -1        1
2262      -1        3
2263      -1        3
2264      -1        3
2265      -1        5
2266      -1        6
2267      -1        4
2268      -1        6
2269      -2        4
2270      -1        6
2271      -1        4
2272      -2        4
2273      -1        2
2274      -1        4
2275      -1        4
2276      -2        3
2277      -1        5
2278      -1        5
2279      -1        3
2280      -1        3
2281      -1        1
2282      -1        3
2283      -1        1
2284      -1        3
2285      -1        3
2286      -1        2
2287      -1        2
2288      -1        2
2289      -2        2
2290      -1        3
2291      -1        3
2292      -1        1
2293      -1        1
2294      -1        1
2295      -1        1
2296      -1        3
2297      -1        1
2298      -1        3
2299      -1        5
2300      -1        5
2301      -1        3
2302      -1        4
2303      -1        2
2304      -1        4
2305      -1        4
2306      -1        4
2307      -1        2
2308      -1        4
2309      -1        2
2310      -1        2
2311      -1        4
2312      -2        2
2313      -1        2
2314      -1        3
2315      14        3
2316      -1        3
2317      -1        3
2318      -1        4
2319      -1        3
2320      14        1
2321      -1        3
2322      -1        1
2323      -1        3
2324      -2        1
2325      -1        3
2326      -1        3
2327      -1        2
2328      -2        2
2329      -1        2
2330      -1        2
2331      -1        2
2332      -1        2
2333      -1        2
2334      -1        2
2335      -1        2
2336      -2        2
2337      -1        4
2338      -1        2
2339      -1        2
2340      -1        2
2341      -1        2
2342      -1        3
2343      -1        3
2344      -1        5
2345      -1        5
2346      -1        4
2347      -1        4
2348      -1        2
2349      -1        2
2350      -1        2
2351      -1        2
2352      -1        2
2353      14        2
2354      14        4
2355      -1        6
2356      -1        4
2357      -1        3
2358      -1        3
2359      -2        1
2360      -1        2
2361      -1        4
2362      -1        4
2363      -1        4
2364      -1        2
2365      14        4
2366      -1        4
2367      -1        4
2368      -1        4
2369      -1        3
2370      -1        3
2371      -1        3
2372      -1        3
2373      -2        3
2374      -1        3
2375      -1        1
2376      -1        3
2377      -1        2
2378      -1        2
2379      -1        4
2380      -1        4
2381      -1        2
2382      -1        2
2383      -1        2
2384      -1        4
2385      -1        4
2386      -2        4
2387      -1        2
2388      14        2
2389      -1        2
2390      -1        2
2391      -1        2
2392      -2        4
2393      -1        4
2394      -1        2
2395      -1        2
2396      -2        2
2397      -1        4
2398      -1        5
2399      -1        3
2400      -1        5
2401      -1        3
2402      -1        3
2403      -1        3
2404      -1        1
2405      -1        3
2406      -1        3
2407      -1        3
2408      -2        3
2409      -1        3
2410      -1        3
2411      -1        5
2412      -1        5
2413      -1        3
2414      -1        3
2415      -1        3
2416      -1        3
2417      -2        3
2418      14        3
2419      -1        5
2420      -1        3
2421      -1        1
2422      -1        3
2423      -1        1
2424      -1        3
2425      -1        1
2426      -2        3
2427      -1        3
2428      -1        3
2429      -1        3
2430      -1        1
2431      -1        3
2432      -1        3
2433      -1        3
2434      -1        3
2435      -1        3
2436      -1        3
2437      -1        1
2438      -1        3
2439      -1        3
2440      -1        3
2441      -1        4
2442      -1        2
2443      -1        4
2444      -1        4
2445      -1        2
2446      -1        4
2447      -1        6
2448      -1        4
2449      14        4
2450      -1        4
2451      -1        4
2452      -1        4
2453      -1        4
2454      -1        4
2455      -1        4
2456      -1        4
2457      -1        4
2458      -1        2
2459      -1        4
2460      -1        4
2461      -1        2
2462      14        2
2463      -1        2
2464      -1        2
2465      -1        2
2466      -1        2
2467      -1        2
2468      14        3
2469      -1        3
2470      -1        1
2471      -1        3
2472      -1        1
2473      -1        3
2474      -1        3
2475      -1        3
2476      -1        3
2477      -1        1
2478      -2        3
2479      -1        3
2480      -1        5
2481      -1        3
2482      -1        1
2483      -1        3
2484      -1        3
2485      -1        3
2486      -1        1
2487      -2        3
2488      -1        1
2489      -1        1
2490      -1        1
2491      -1        3
2492      -1        3
2493      -1        4
2494      14        2
2495      -1        2
2496      -1        4
2497      -1        2
2498      -1        2
2499      -1        4
2500      -1        4
2501      -1        2
2502      -1        4
2503      -1        2
2504      -2        2
2505      -1        2
2506      -1        2
2507      -2        2
2508      -1        2
2509      -1        2
2510      -1        2
2511      -2        2
2512      -2        2
2513      -1        2
2514      14        4
2515      -1        2
2516      -1        3
2517      -1        3
2518      -2        3
2519      14        3
2520      -1        3
2521      -1        1
2522      14        3
2523      -1        3
2524      -1        1
2525      -2        3
2526      -1        1
2527      14        1
2528      -1        3
2529      -1        1
2530      -1        1
2531      -1        1
2532      -1        3
2533      -1        3
2534      -1        1
2535      14        3
2536      -1        3
2537      -1        3
2538      -1        5
2539      -1        4
2540      -1        2
2541      -1        2
2542      -1        2
2543      -1        2
2544      -1        2
2545      -1        2
2546      -1        4
2547      -1        4
2548      -1        2
2549      -2        2
2550      -1        5
2551      -1        5
2552      -1        3
2553      -2        3
2554      14        3
2555      -1        3
2556      -1        1
2557      -2        3
2558      -1        4
2559      -1        2
2560      -1        2
2561      -1        2
2562      -1        1
2563      -1        1
2564      -1        3
2565      -2        3
2566      -1        3
2567      -1        3
2568      -1        3
2569      -1        1
2570      -1        3
2571      -1        4
2572      -1        4
2573      -1        4
2574      -1        2
2575      -1        4
2576      -1        5
2577      -1        3
2578      -2        3
2579      -1        3
2580      -1        1
2581      -1        3
2582      -1        3
2583      -1        3
2584      -1        2
2585      -1        4
2586      -2        4
2587      -1        4
2588      -1        3
2589      -1        1
2590      -1        3
2591      -1        3
2592      14        3
2593      -1        3
2594      -1        3
2595      -1        3
2596      -2        3
2597      -1        3
2598      14        3
2599      -1        2
2600      -1        4
2601      -1        3
2602      -1        4
2603      -1        2
2604      -1        3
2605      -1        1
2606      -2        1
2607      -1        3
2608      -1        4
2609      -1        4
2610      -1        4
2611      -1        2
2612      -1        4
2613      -1        2
2614      -1        2
2615      -1        3
2616      -1        3
2617      -1        1
2618      -1        3
2619      -1        3
2620      -1        2
2621      -2        2
2622      -1        4
2623      -1        2
2624      -1        2
2625      -2        2
2626      -1        2
2627      -1        2
2628      -1        2
2629      -1        2
2630      -1        4
2631      -1        4
2632      -1        2
2633      -1        2
2634      -1        2
2635      -1        2
2636      -1        2
2637      -1        2
2638      -1        3
2639      -1        1
2640      -1        3
2641      -1        1
2642      -1        1
2643      -1        2
2644      -1        2
2645      -1        2
2646      -1        2
2647      -1        2
2648      -1        4
2649      -1        2
2650      -1        3
2651      -1        3
2652      -1        5
2653      -1        3
2654      -2        3
2655      -1        1
2656      -1        3
2657      -1        3
2658      -1        3
2659      14        3
2660      -1        3
2661      -1        4
2662      -1        4
2663      -1        4
2664      14        4
2665      -1        4
2666      -1        4
2667      -1        4
2668      -1        4
2669      14        4
2670      -1        4
2671      -1        2
2672      -1        4
2673      -1        2
2674      -1        2
2675      -1        2
2676      -1        2
2677      -1        3
2678      -1        3
2679      -1        3
2680      -1        3
2681      -1        4
2682      -1        2
2683      -1        4
2684      -1        2
2685      -1        2
2686      -1        2
2687      -1        2
2688      -1        2
2689      -1        2
2690      -1        2
2691      -1        2
2692      -1        2
2693      -1        4
2694      -1        5
2695      -1        5
2696      -1        3
2697      -1        2
2698      -1        2
2699      -1        2
2700      -1        4
2701      -1        3
2702      -1        3
2703      -1        1
2704      -1        1
2705      -1        3
2706      -1        3
2707      -1        1
2708      -1        3
2709      -1        5
2710      14        5
2711      -1        3
2712      -1        1
2713      -1        3
2714      -1        3
2715      -1        3
2716      -1        3
2717      -1        3
2718      -1        3
2719      -1        1
2720      -1        1
2721      -1        2
2722      -1        2
2723      -1        2
2724      -1        2
2725      -1        4
2726      -1        4
2727      -1        2
2728      -1        4
2729      -1        6
2730      -1        4
2731      -1        4
2732      -1        4
2733      -1        4
2734      -1        2
2735      -1        2
2736      -1        4
2737      -1        4
2738      -1        4
2739      -1        2
2740      -1        2
2741      -1        2
2742      -1        2
2743      -1        4
2744      -1        4
2745      -1        2
2746      -1        2
2747      -1        1
2748      -1        1
2749      14        1
2750      -1        1
2751      -1        2
2752      -1        4
2753      -1        3
2754      -1        3
2755      -1        3
2756      -1        3
2757      -1        3
2758      -1        3
2759      -1        2
2760      -1        2
2761      -1        2
2762      14        2
2763      -1        4
2764      -1        4
2765      -1        4
2766      -1        4
2767      -1        4
2768      -1        4
2769      -1        2
2770      -1        4
2771      -1        2
2772      -1        2
2773      -1        2
2774      -1        2
2775      14        2
2776      -1        2
2777      -1        2
2778      -1        4
2779      -1        2
2780      -1        2
2781      -1        1
2782      -1        1
2783      -1        1
2784      -1        1
2785      -1        3
2786      -1        3
2787      -1        2
2788      -1        2
2789      -1        2
2790      -1        4
2791      -1        4
2792      14        4
2793      -1        3
2794      -1        1
2795      -1        1
2796      -1        1
2797      -1        3
2798      -1        3
2799      -1        3
2800      -1        5
2801      -1        5
2802      -1        3
2803      -1        3
2804      -1        1
2805      -1        1
2806      -2        1
2807      -1        1
2808      -1        3
2809      -1        3
2810      -1        1
2811      -1        1
2812      -1        1
2813      -1        1
2814      -1        3
2815      -1        3
2816      -1        2
2817      -1        2
2818      -1        2
2819      -1        2
2820      -1        2
2821      -1        2
2822      -1        2
2823      -1        2
2824      -1        4
2825      -1        2
2826      -1        2
2827      -1        3
2828      -1        1
2829      -1        1
2830      -1        1
2831      -1        1
2832      -1        3
2833      -1        3
2834      -2        5
2835      -1        3
2836      -1        5
2837      -1        5
2838      14        5
2839      -1        3
2840      -1        5
2841      -1        3
2842      -1        4
2843      -1        4
2844      -1        4
2845      -2        4
2846      -1        2
2847      -1        2
2848      -1        2
2849      -2        2
2850      -1        2
2851      14        2
2852      -1        2
2853      -1        2
2854      -1        2
2855      -2        2
2856      -1        2
2857      -1        5
2858      -1        5
2859      -2        3
2860      -1        1
2861      -1        3
2862      -1        5
2863      -1        5
2864      -1        3
2865      -1        3
2866      -1        3
2867      -1        3
2868      14        5
2869      -1        3
2870      -1        3
2871      -2        3
2872      -1        3
2873      -1        2
2874      -2        2
2875      -2        2
2876      -1        2
2877      -1        2
2878      -2        2
2879      -2        2
2880      -1        2
2881      -1        2
2882      -1        2
2883      -1        2
2884      -1        2
2885      -1        3
2886      -1        1
2887      -2        1
2888      -1        1
2889      -1        1
2890      -1        3
2891      -1        2
2892      -1        2
2893      -1        3
2894      -1        3
2895      -1        5
2896      -1        4
2897      -1        4
2898      -1        3
2899      -2        2
2900      -1        4
2901      -1        4
2902      14        4
2903      -1        4
2904      -1        4
2905      -1        2
2906      -1        2
2907      -2        2
2908      -1        1
2909      -1        3
2910      -1        3
2911      -1        3
2912      -2        3
2913      -1        3
2914      -1        3
2915      -1        3
2916      -2        3
2917      -1        1
2918      -1        1
2919      -2        3
2920      -1        5
2921      -1        4
2922      -1        4
2923      -2        4
2924      -2        3
2925      -1        3
2926      -1        1
2927      -2        3
2928      -1        3
2929      -1        3
2930      -1        3
2931      -2        1
2932      -1        3
2933      -1        1
2934      -1        3
2935      -1        3
2936      -1        1
2937      -1        1
2938      -1        1
2939      -1        2
2940      -1        4
2941      -1        2
2942      -1        4
2943      -1        2
2944      -1        2
2945      -1        4
2946      -1        4
2947      -1        4
2948      -1        4
2949      -1        2
2950      -1        2
2951      14        1
2952      -1        1
2953      -1        1
2954      -1        2
2955      -1        4
2956      -2        2
2957      -2        4
2958      -1        6
2959      -1        4
2960      -2        2
2961      -1        2
2962      -1        2
2963      -1        2
2964      -1        2
2965      -1        2
2966      -1        2
2967      -1        4
2968      -1        2
2969      -1        4
2970      -1        4
2971      -1        4
2972      -1        2
2973      -1        2
2974      -1        4
2975      -1        3
2976      -1        3
2977      -1        3
2978      -1        2
2979      -1        4
2980      -1        4
2981      -1        2
2982      -1        3
2983      -1        3
2984      -1        4
2985      -1        2
2986      -1        2
2987      -1        4
2988      -1        3
2989      -1        3
2990      -1        5
2991      -1        3
2992      -1        3
2993      -1        3
2994      -1        3
2995      -1        4
2996      -1        2
2997      -1        1
2998      -1        3
2999      -1        1
3000      -1        3
3001      -1        3
3002      -1        3
3003      -1        3
3004      -1        3
3005      -2        1
3006      -1        3
3007      -1        3
3008      -1        4
3009      -2        3
3010      -1        1
3011      14        1
3012      -2        3
3013      -1        3
3014      -1        5
3015      -2        3
3016      14        1
3017      -1        3
3018      -1        1
3019      -1        1
3020      -1        1
3021      14        1
3022      -1        1
3023      -1        2
3024      -1        2
3025      -1        2
3026      14        4
3027      -1        3
3028      -1        2
3029      -1        2
3030      -1        2
3031      -1        4
3032      -1        2
3033      -1        2
3034      -1        2
3035      -1        1
3036      -1        3
3037      -2        5
3038      -1        3
3039      14        3
3040      -2        3
3041      -1        1
3042      -1        3
3043      -1        3
3044      -1        4
3045      -1        5
3046      -1        5
3047      -2        3
3048      -1        5
3049      -1        3
3050      -1        1
3051      -1        1
3052      -1        1
3053      -1        1
3054      -1        3
3055      -1        3
3056      -1        3
3057      -1        3
3058      -1        5
3059      -1        5
3060      -1        3
3061      -1        1
3062      -1        3
3063      -2        1
3064      -1        3
3065      -1        5
3066      -1        5
3067      -1        5
3068      -1        3
3069      -1        3
3070      -1        3
3071      -1        1
3072      -2        1
3073      -1        1
3074      -1        1
3075      -1        3
3076      -2        3
3077      -1        3
3078      -1        3
3079      -1        3
3080      -1        3
3081      -1        3
3082      -1        5
3083      -1        3
3084      -1        3
3085      -1        4
3086      -1        4
3087      -1        2
3088      -1        4
3089      -1        4
3090      -1        2
3091      -1        4
3092      -1        4
3093      -1        2
3094      -1        2
3095      -1        2
3096      -1        2
3097      -1        4
3098      -1        4
3099      -2        2
3100      -1        4
3101      -1        4
3102      -1        4
3103      -1        2
3104      -1        2
3105      -1        2
3106      -1        2
3107      -1        4
3108      -2        2
3109      -1        2
3110      -1        2
3111      -1        2
3112      -2        2
3113      -1        4
3114      -1        4
3115      -2        5
3116      -1        3
3117      -1        3
3118      -1        5
3119      -2        3
3120      -1        3
3121      -1        3
3122      -1        1
3123      -1        1
3124      -1        1
3125      -1        1
3126      -1        3
3127      -1        1
3128      -1        1
3129      -1        3
3130      -1        1
3131      -2        3
3132      -1        5
3133      -1        3
3134      -1        5
3135      -1        3
3136      -1        3
3137      -1        1
3138      14        3
3139      -2        3
3140      -1        1
3141      -1        1
3142      -1        3
3143      -2        3
3144      -1        3
3145      -1        1
3146      -1        1
3147      -1        3
3148      -1        3
3149      -1        3
3150      -1        3
3151      -1        3
3152      -1        1
3153      -1        1
3154      -1        1
3155      -1        1
3156      -1        1
3157      -1        2
3158      -1        2
3159      -1        2
3160      -1        3
3161      -1        3
3162      -1        1
3163      -1        3
3164      -1        3
3165      -1        3
3166      -1        1
3167      -2        3
3168      -1        1
3169      -1        3
3170      -1        5
3171      -1        3
3172      -1        3
3173      -1        3
3174      -1        3
3175      -1        3
3176      -1        3
3177      -1        3
3178      -1        1
3179      -2        3
3180      -1        5
3181      -1        6
3182      -1        4
3183      -1        2
3184      -1        2
3185      -1        2
3186      -1        2
3187      -1        2
3188      -1        2
3189      -1        2
3190      -1        2
3191      -1        2
3192      -1        2
3193      -1        2
3194      -1        4
3195      -2        4
3196      -1        4
3197      -1        4
3198      -1        4
3199      -1        4
3200      -1        4
3201      -1        4
3202      -1        2
3203      14        2
3204      -1        2
3205      -1        4
3206      -1        4
3207      -1        2
3208      -1        2
3209      -1        2
3210      -1        3
3211      -1        1
3212      -1        1
3213      -1        3
3214      -1        5
3215      -1        3
3216      -1        1
3217      -1        3
3218      -1        3
3219      -1        2
3220      -1        2
3221      -1        2
3222      -1        2
3223      -1        2
3224      -1        2
3225      -1        2
3226      -1        2
3227      -1        2
3228      -1        2
3229      -1        2
3230      -1        2
3231      -1        2
3232      -1        4
3233      -1        4
3234      -1        4
3235      -1        2
3236      -1        4
3237      -2        4
3238      -1        4
3239      -1        4
3240      -1        4
3241      -1        4
3242      -1        4
3243      -1        2
3244      -1        4
3245      -2        4
3246      -1        6
3247      -1        4
3248      -1        4
3249      -1        4
3250      -1        4
3251      -1        4
3252      -1        4
3253      -2        4
3254      -1        2
3255      -1        4
3256      -1        4
3257      -1        4
3258      -1        4
3259      -1        4
3260      -1        4
3261      -1        2
3262      -1        2
3263      -1        4
3264      -1        4
3265      -1        4
3266      -1        2
3267      -1        2
3268      14        2
3269      -1        2
3270      -1        2
3271      -1        2
3272      -1        2
3273      -1        4
3274      -1        4
3275      -1        2
3276      -1        2
3277      -1        2
3278      -1        2
3279      -1        2
3280      -1        2
3281      -1        2
3282      -1        2
3283      -1        2
3284      -1        2
3285      -1        2
3286      -1        2
3287      -1        4
3288      -1        4
3289      -1        2
3290      -1        4
3291      -1        4
3292      -2        4
3293      -1        4
3294      -1        4
3295      -1        2
3296      -1        3
3297      -1        3
3298      -1        3
3299      -1        4
3300      -2        4
3301      -1        3
3302      -1        3
3303      -1        2
3304      -1        4
3305      -1        3
3306      -1        3
3307      -1        3
3308      -1        3
3309      -1        3
3310      -1        1
3311      -1        1
3312      -1        3
3313      -1        3
3314      -1        3
3315      -1        3
3316      -1        3
3317      -1        3
3318      -1        3
3319      -1        3
3320      -1        1
3321      -1        1
3322      -1        1
3323      -1        3
3324      -1        5
3325      -1        4
3326      -1        4
3327      -1        2
3328      -1        2
3329      -1        2
3330      -1        2
3331      -1        2
3332      -1        2
3333      -2        2
3334      -1        2
3335      -1        1
3336      -2        3
3337      -2        3
3338      -1        3
3339      -1        1
3340      -1        3
3341      -2        3
3342      -1        3
3343      -1        3
3344      -1        3
3345      -2        3
3346      -1        3
3347      -1        1
3348      -2        3
3349      -1        1
3350      -1        1
3351      -1        3
3352      -1        1
3353      -1        1
3354      -1        3
3355      -1        3
3356      -1        3
3357      -1        2
3358      -1        2
3359      -1        2
3360      -1        4
3361      -1        3
3362      -1        2
3363      -1        2
3364      -1        2
3365      -2        2
3366      -1        3
3367      -1        1
3368      -1        3
3369      -1        4
3370      -1        4
3371      -1        4
3372      -1        5
3373      -1        5
3374      -1        5
3375      -1        5
3376      -2        3
3377      -1        3
3378      -1        3
3379      -1        1
3380      -1        3
3381      -1        4
3382      -1        4
3383      -1        4
3384      -1        4
3385      -1        4
3386      -1        2
3387      -1        4
3388      -2        3
3389      -1        1
3390      -1        1
3391      -1        1
3392      -1        1
3393      -1        1
3394      -1        1
3395      -1        1
3396      -1        2
3397      -1        2
3398      -1        2
3399      -1        3
3400      -2        2
3401      -1        2
3402      -1        2
3403      -1        1
3404      -1        3
3405      -2        3
3406      -1        3
3407      -1        3
3408      -1        3
3409      -2        4
3410      -1        4
3411      -1        4
3412      -1        4
3413      -2        2
3414      -1        4
3415      -1        4
3416      -1        4
3417      -1        2
3418      -1        2
3419      -1        2
3420      -2        2
3421      -2        2
3422      -1        2
3423      -1        4
3424      -2        3
3425      -1        1
3426      -1        3
3427      -1        1
3428      -1        3
3429      -1        1
3430      -1        1
3431      -1        1
3432      -2        3
3433      -1        1
3434      -1        1
3435      -1        2
3436      -1        2
3437      -1        2
3438      -1        4
3439      -1        3
3440      -1        3
3441      -1        3
3442      -1        3
3443      -1        3
3444      -1        1
3445      -1        2
3446      -1        2
3447      -1        2
3448      -1        4
3449      -1        4
3450      -1        2
3451      -1        2
3452      -2        2
3453      -1        2
3454      -1        2
3455      -1        2
3456      -2        2
3457      -1        2
3458      -1        2
3459      -1        2
3460      -2        2
3461      -1        3
3462      -1        1
3463      -1        3
3464      -1        3
3465      -2        1
3466      -1        3
3467      -1        1
3468      -1        1
3469      -1        3
3470      -1        3
3471      -1        2
3472      -1        2
3473      -1        1
3474      -1        1
3475      -1        1
3476      -1        2
3477      -1        3
3478      -1        3
3479      -1        3
3480      -1        1
3481      -2        3
3482      -1        4
3483      -1        4
3484      -2        4
3485      -1        2
3486      -1        2
3487      -1        2
3488      -1        4
3489      -1        2
3490      -1        2
3491      -1        2
3492      -1        2
3493      -2        2
3494      -1        4
3495      -1        2
3496      -1        4
3497      -2        2
3498      -1        2
3499      -1        2
3500      -2        2
3501      -1        4
3502      -1        6
3503      -1        4
3504      -2        6
3505      -1        4
3506      -1        4
3507      -1        2
3508      -2        2
3509      -1        2
3510      -1        2
3511      -1        2
3512      -2        2
3513      -1        2
3514      -1        2
3515      -1        2
3516      -1        2
3517      -1        2
3518      -1        2
3519      -1        2
3520      -1        1
3521      -2        1
3522      -1        3
3523      -1        3
3524      -1        1
3525      -1        1
3526      -1        3
3527      -1        3
3528      -1        5
3529      -1        3
3530      -1        3
3531      -1        3
3532      14        3
3533      -1        5
3534      -1        3
3535      -1        1
3536      -1        3
3537      14        1
3538      -1        1
3539      -1        1
3540      -1        1
3541      -2        3
3542      -1        3
3543      -1        3
3544      -1        1
3545      -1        3
3546      -1        5
3547      -1        5
3548      -1        3
3549      -2        3
3550      -1        3
3551      -1        5
3552      -1        5
3553      -1        3
3554      -1        1
3555      -1        3
3556      -1        3
3557      -1        3
3558      -1        3
3559      -1        5
3560      -1        3
3561      14        1
3562      -1        3
3563      -1        5
3564      -1        3
3565      -1        5
3566      -1        3
3567      -1        5
3568      -1        3
3569      -1        5
3570      -1        5
3571      14        3
3572      -1        3
3573      -1        5
3574      -1        3
3575      -1        3
3576      -1        3
3577      -1        3
3578      -1        3
3579      -1        3
3580      -1        5
3581      -1        3
3582      -1        2
3583      -1        4
3584      -1        4
3585      -2        2
3586      -1        2
3587      -1        2
3588      -1        4
3589      -2        6
3590      -1        5
3591      -1        3
3592      -1        3
3593      -2        3
3594      -1        3
3595      -1        3
3596      -1        3
3597      -2        3
3598      -1        4
3599      -1        4
3600      -1        3
3601      -1        3
3602      -1        1
3603      -1        3
3604      -1        3
3605      -1        1
3606      -1        3
3607      -1        3
3608      -1        3
3609      -1        3
3610      -1        3
3611      -1        5
3612      -1        4
3613      -1        2
3614      -1        4
3615      14        2
3616      -1        4
3617      -1        2
3618      -1        4
3619      -1        4
3620      -1        3
3621      -1        3
3622      -1        3
3623      -1        5
3624      -1        5
3625      -1        3
3626      -2        1
3627      -1        3
